normal,(return to NORMAL in some)
returns,(retired firefighter RETURNS to ground)
look,(responsibility could LOOK like we) (let them LOOK to afghanistan) (the skeptics LOOK to islams)
case,(responding in CASE of crisis)
reducing,(responded by REDUCING tax rates)
iranian,(repress the IRANIAN peoples hope)
acted,(representatives has ACTED to create)
aircraft,(replace aging AIRCRAFT and make)
promise,(renew the PROMISE of the)
affordable,(reliable and AFFORDABLE energy this)
seek,(regimes who SEEK chemical biological) (resentment we SEEK a just)
sponsor,(regimes that SPONSOR terror from)
agreed,(regime that AGREED to international)
plotted,(regime has PLOTTED to develop)
rates,(reducing tax RATES doubling the)
the,(recession and THE civilized world) (dangers yet THE state of) (has comforted THE victims begun) (york and THE pentagon rallied) (and rid THE world of) (oppression applause THE american flag) (we welcome THE distinguished interim) (karzai applause THE last time) (this chamber THE mothers and) (we welcome THE new minister) (tribute to THE spirit of) (spirit of THE afghan people) (people to THE resolve of) (and to THE might of) (might of THE united states) (are winning THE war on) (terror applause THE man and) (enemy of THE united states) (not escape THE justice of) (month at THE grave of) (never forget THE debt we) (showed us THE true scope) (scope of THE task ahead) (have seen THE depth of) (laugh about THE loss of) (life and THE depth of) (equaled by THE madness of) (madness of THE destruction they) (and throughout THE world what) (most of THE 19 men) (on september THE 11th were) (schooled in THE methods of) (spread throughout THE world like) (thanks to THE work of) (enemies view THE entire world) (persistent in THE pursuit of) (must prevent THE terrorists and) (from threatening THE united states) (states and THE world applause) (has put THE terror training) (hides in THE centers of) (cities while THE most visible) (troops in THE philippines helping) (working with THE bosnian government) (is patrolling THE coast of) (to block THE shipment of) (weapons and THE establishment of) (and eliminate THE terrorist parasites) (i admire THE strong leadership) (timid in THE face of) (since september THE 11th but) (few repress THE iranian peoples) (support terror THE iraqi regime) (citizens leaving THE bodies of) (kicked out THE inspectors this) (hide from THE civilized world) (to threaten THE peace of) (peace of THE world by) (giving them THE means to) (to blackmail THE united states) (these cases THE price of) (state sponsors THE materials technology) (and closer THE united states) (not permit THE worlds most) (us with THE worlds most) (always be THE security of) (reflected in THE budget i) (economy september THE 11th brought) (brought out THE best in) (america and THE best in) (i join THE american people) (to win THE war protect) (weapons defeat THE enemy and) (anywhere in THE world quickly) (uniform deserve THE best weapons) (best weapons THE best equipment) (best equipment THE best training) (budget includes THE largest increase) (because while THE price of) (pay applause THE next priority) (nation against THE ongoing threat) (distance from THE events of) (of september THE 11th will) (borders strengthen THE security of) (to track THE arrivals and) (visitors to THE united states) (depend on THE eyes and) (a match THE crew and) (quickly subdued THE man who) (with explosives THE people on) (homeland security THE final great) (security for THE american people) (to win THE war protect) (war protect THE homeland and) (home with THE same purpose) (prevail in THE war and) (i know THE folks at) (folks at THE crawford coffee) (and energy THE house of) (i urge THE senate to) (but when THE checks arrived) (arrived in THE mail most) (listened to THE people and) (rates doubling THE child credit) (and ending THE death tax) (tax for THE sake of) (plan for THE future lets) (permanent applause THE way out) (this recession THE way to) (to grow THE economy by) (spend for THE sake of) (must be THE aim of) (always remember THE goal is) (every american THE dignity of) (increase in THE spending for) (held to THE highest standards) (upon keeping THE commitments of) (together in THE months ahead) (to encourage THE good work) (issues in THE same spirit) (to see THE true character) (evil applause THE american people) (have met THE heroes hugged) (heroes hugged THE families and) (looked into THE tired faces) (awe of THE american people) (american for THE strength and) (ever wish THE evil that) (on september THE 11th yet) (less of THE goods we) (more about THE good we) (applause in THE sacrifice of) (of soldiers THE fierce brotherhood) (firefighters and THE bravery and) (hours over THE rest of) (lifetime to THE service of) (and extend THE best that) (to join THE new usa) (freedom corps THE freedom corps) (compassion throughout THE world one) (purpose of THE usa freedom) (and improve THE good efforts) (to extend THE compassion of) (part of THE world so) (will renew THE promise of) (promise of THE peace corps) (volunteers over THE next five) (opportunity in THE islamic world) (culture through THE gathering momentum) (to lead THE world toward) (world toward THE values that) (eagerly await THE midnight knock) (knock of THE secret police) (afghanistan where THE islamic street) (street greeted THE fall of) (celebration let THE skeptics look) (firm for THE non-negotiable demands) (human dignity THE rule of) (limits on THE power of) (power of THE state respect) (will take THE side of) (values around THE world including) (world including THE islamic world) (world beyond THE war on) (demonstrate that THE forces of) (cannot stop THE momentum of) (freedom applause THE last time) (i expressed THE hope that) (deep in THE american character) (decade in THE history of) (rarely has THE world faced) (ago on THE day of) (freedom and THE dignity of)
york,(rebuild new YORK and the) (in new YORK a little)
important,(reauthorize these IMPORTANT reforms we) (on these IMPORTANT domestic issues)
succeed,(read and SUCCEED in school)
great,(rallied a GREAT coalition captured) (of two GREAT objectives first) (supports three GREAT goals for) (the final GREAT priority of) (achieve these GREAT national objectives) (with a GREAT goal for) (have a GREAT opportunity during) (in this GREAT conflict my)
safely,(quickly and SAFELY our men)
was,(qaeda and WAS armed with) (behind i WAS proud to) (and i WAS so proud) (relief plan WAS too small) (thought it WAS too big) (tax relief WAS just about) (believed america WAS weak and) (evil that WAS done on) (after america WAS attacked it) (attacked it WAS as if)
wherever,(pursue them WHEREVER they are)
facilities,(public water FACILITIES detailed instructions)
arms,(provide these ARMS to terrorists)
expensive,(proved that EXPENSIVE precision weapons)
vast,(protected by VAST oceans we)
homeland,(protect our HOMELAND and we) (strategy of HOMELAND security focused) (states applause HOMELAND security will) (secure our HOMELAND america will) (and our HOMELAND security the) (protect the HOMELAND and revitalize) (will be HOMELAND security america)
speech,(property free SPEECH equal justice)
build,(promote technology BUILD infrastructure and)
see,(privileged to SEE the true) (we will SEE freedoms victory)
fight,(privilege to FIGHT freedoms fight) (fight freedoms FIGHT applause our) (lot to FIGHT this war) (vaccines to FIGHT anthrax and)
always,(priority must ALWAYS be the) (we must ALWAYS remember the) (america will ALWAYS stand firm)
indifference,(price of INDIFFERENCE would be)
since,(pretty quiet SINCE september the)
members,(president cheney MEMBERS of congress) (work with MEMBERS of both) (them applause MEMBERS you and)
future,(prepared for FUTURE operations afghanistan) (for the FUTURE lets make)
defeat,(precision weapons DEFEAT the enemy) (we will DEFEAT this recession)
lift,(power to LIFT lives together)
violence,(poverty and VIOLENCE no people)
focus,(posturing and FOCUS on results) (corps will FOCUS on three)
anyone,(police if ANYONE doubts this)
firefighters,(police and FIREFIGHTERS applause we) (brotherhood of FIREFIGHTERS and the)
fire,(police and FIRE departments will) (police and FIRE departments transportation)
bomb,(plotting to BOMB our embassy)
develop,(plotted to DEVELOP anthrax and) (we will DEVELOP and deploy) (we will DEVELOP vaccines to)
until,(play football UNTIL i can)
public,(plants and PUBLIC water facilities) (will improve PUBLIC health stronger)
employees,(plans applause EMPLOYEES who have) (accountable to EMPLOYEES and shareholders)
bring,(plans and BRING terrorists to) (that will BRING lasting peace)
september,(planes on SEPTEMBER the 11th) (quiet since SEPTEMBER the 11th) (our economy SEPTEMBER the 11th) (events of SEPTEMBER the 11th) (done on SEPTEMBER the 11th)
accounts,(personal retirement ACCOUNTS for younger)
worlds,(permit the WORLDS most dangerous) (with the WORLDS most destructive)
earth,(people on EARTH yearn to)
applauding,(people in APPLAUDING your unity)
starvation,(people from STARVATION and freed)
responded,(people and RESPONDED by reducing) (people have RESPONDED magnificently with)
create,(people and CREATE jobs in) (acted to CREATE jobs and) (way to CREATE jobs is)
a,(pentagon rallied A great coalition) (camps saved A people from) (and freed A country from) (leader of A liberated afghanistan) (progress is A tribute to) (have delivered A message now) (every day A retired firefighter) (there at A memorial in) (new york A little boy) (football with A note for) (husband michael A cia officer) (have lost A loved one) (world as A battlefield and) (at least A dozen countries) (dozen countries A terrorist underworld) (korea is A regime arming) (for over A decade this) (this is A regime that) (this is A regime that) (this is A regime that) (regimes pose A grave and) (home im A proud member) (it costs A lot to) (more than A billion dollars) (billion dollars A month over) ($30 million A day and) (funding for A sustained strategy) (alert citizens A few days) (attendant spotted A passenger lighting) (passenger lighting A match the) (and as A result likely) (will run A deficit that) (acts in A fiscally responsible) (they want A steady paycheck) (weve made A fine start) (say such A thing laughter) (and launch A major recruiting) (drive with A great goal) (for america A quality teacher) (lets pass A stimulus package) (dignity of A job applause) (to enact A patients bill) (give seniors A sound and) (drugs applause A good job) (policy applause A cleaner environment) (country in A time of) (looked into A mirror and) (is embracing A new ethic) (ethic and A new creed) (glimpsed what A new culture) (to be A nation that) (been offered A unique opportunity) (ive got A good place) (to join A new effort) (adversity offers A unique moment) (of opportunity A moment we) (we have A great opportunity) (we have A greater objective) (we seek A just and) (of opportunity A common danger) (applause in A single instant) (will be A decisive decade) (called to A unique role) (world faced A choice more) (death as A cause and) (cause and A creed we) (stand for A different choice)
beyond,(peaceful world BEYOND the war) (opposed applause BEYOND all differences)
double,(peace corps DOUBLE its volunteers)
prosperity,(peace and PROSPERITY in every)
fathers,(peace all FATHERS and mothers)
coast,(patrolling the COAST of africa)
persistent,(patient and PERSISTENT in the)
subdued,(passengers quickly SUBDUED the man)
legislation,(pass this LEGISLATION applause good)
stimulus,(pass a STIMULUS package applause)
rebuilding,(partners in REBUILDING that country) (at home REBUILDING our communities)
john,(parties chairman JOHN boehner and)
threaten,(parasites who THREATEN their countries) (arming to THREATEN the peace) (regimes to THREATEN us with)
aspirations,(owns these ASPIRATIONS and no)
among,(ownership especially AMONG minorities applause)
forbidden,(own homes FORBIDDEN from working)
leaving,(own citizens LEAVING the bodies) (stop now LEAVING terror camps)
america,(own applause AMERICA and afghanistan) (landmarks in AMERICA and throughout) (risk and AMERICA and our) (in afghanistan AMERICA is acting) (not act AMERICA will applause) (from threatening AMERICA or our) (hostility toward AMERICA and to) (to protect AMERICA and our) (should know AMERICA will do) (states of AMERICA will not) (has called AMERICA and our) (goals for AMERICA we will) (best in AMERICA and the) (jobs in AMERICA we must) (its lessons AMERICA is no) (will make AMERICA not only) (our homeland AMERICA will continue) (applause when AMERICA works america) (america works AMERICA prospers so) (goal for AMERICA a quality) (home so AMERICA is less) (requirements corporate AMERICA must be) (enemies believed AMERICA was weak) (yet after AMERICA was attacked) (it now AMERICA is embracing) (emerged in AMERICA i invite) (homeland security AMERICA needs retired) (volunteers and AMERICA needs citizens) (and progress AMERICA will lead) (culture but AMERICA will always) (tolerance applause AMERICA will take) (old rivalries AMERICA is working) (to latin AMERICA we will)
prevail,(overseas well PREVAIL in the)
dead,(over their DEAD children this)
rest,(over the REST of your)
embassy,(over our EMBASSY in kabul) (bomb our EMBASSY our navy)
decade,(over a DECADE this is) (a decisive DECADE in the)
million,(over $30 MILLION a day)
inspectors,(out the INSPECTORS this is)
best,(out the BEST in america) (and the BEST in this) (deserve the BEST weapons the) (weapons the BEST equipment the) (equipment the BEST training and) (extend the BEST that has)
business,(out of BUSINESS yet camps)
fears,(our worst FEARS and showed)
has,(our union HAS never been) (our nation HAS comforted the) (our military HAS put the) (iraqi regime HAS plotted to) (regime that HAS already used) (regime that HAS something to) (temporary history HAS called america) (of representatives HAS acted to) (our culture HAS said if) (best that HAS emerged in) (ways it HAS in others) (events rarely HAS the world)
into,(our troops INTO action i) (trade selling INTO new markets) (and looked INTO the tired) (country looked INTO a mirror)
anywhere,(our troops ANYWHERE in the)
colleges,(our teacher COLLEGES and teacher)
goal,(our second GOAL is to) (a great GOAL for america) (remember the GOAL is to)
security,(our nations SECURITY well be) (sense of SECURITY would be) (be the SECURITY of our) (freedom and SECURITY is high) (of homeland SECURITY focused on) (and border SECURITY and improved) (strengthen the SECURITY of air) (applause homeland SECURITY will make) (our national SECURITY and our) (our homeland SECURITY the final) (is economic SECURITY for the) (my economic SECURITY plan can) (know economic SECURITY can vanish) (without health SECURITY i ask) (lead to SECURITY in retirement) (applause retirement SECURITY also depends) (of social SECURITY and we) (make social SECURITY financially stable) (be homeland SECURITY america needs)
is,(our nation IS at war) (our economy IS in recession) (our progress IS a tribute) (love shannon IS with us) (our cause IS just and) (our cause IS just and) (their hatred IS equaled by) (against terror IS only beginning) (terrorists freedom IS at risk) (military action IS in afghanistan) (afghanistan america IS acting elsewhere) (our navy IS patrolling the) (my hope IS that all) (forcefully pakistan IS now cracking) (second goal IS to prevent) (north korea IS a regime) (decade this IS a regime) (children this IS a regime) (inspectors this IS a regime) (do what IS necessary to) (yet time IS not on) (on terror IS well begun) (but it IS only begun) (and it IS both our) (and security IS high it) (high it IS never too) (my budget IS to do) (lessons america IS no longer) (my budget IS economic security) (no child IS left behind) (shows what IS possible if) (applause there IS more to) (so america IS less dependent) (create jobs IS to grow) (the goal IS to reduce) (now america IS embracing a) (call tonight IS for every) (no nation IS exempt from) (common danger IS erasing old) (rivalries america IS working with) (question evil IS real and) (character there IS honor and) (and it IS stronger than) (tragedy god IS near applause)
enforcement,(our law ENFORCEMENT officials and) (stricter border ENFORCEMENT will help)
police,(our heroic POLICE and firefighters) (health stronger POLICE and fire) (to help POLICE and fire) (the secret POLICE if anyone)
priority,(our first PRIORITY must always) (the next PRIORITY of my) (final great PRIORITY of my)
lady,(our first LADY laura bush)
hatred,(our enemies HATRED in videos) (of their HATRED is equaled) (match their HATRED they could)
believed,(our enemies BELIEVED america was)
selves,(our better SELVES we were)
forces,(our armed FORCES have delivered) (countrys armed FORCES to go) (that the FORCES of terror)
productive,(other issues PRODUCTIVE farm policy)
diseases,(other deadly DISEASES well increase)
friends,(or our FRIENDS and allies) (together with FRIENDS and allies)
await,(or eagerly AWAIT the midnight)
aspire,(oppressed or ASPIRE to servitude)
common,(opportunity a COMMON danger is)
proved,(operations afghanistan PROVED that expensive)
remote,(operates in REMOTE jungles and)
vigorous,(only by VIGOROUS action abroad)
most,(only beginning MOST of the) (while the MOST visible military) (the worlds MOST dangerous regimes) (the worlds MOST destructive weapons) (the mail MOST americans thought)
mourning,(one country MOURNING together and)
afghanistan,(once occupied AFGHANISTAN now occupy) (america and AFGHANISTAN are now) (a liberated AFGHANISTAN chairman hamid) (daughters of AFGHANISTAN were captives) (discoveries in AFGHANISTAN confirmed our) (found in AFGHANISTAN confirms that) (camps of AFGHANISTAN out of) (is in AFGHANISTAN america is) (future operations AFGHANISTAN proved that) (look to AFGHANISTAN where the)
bill,(on this BILL shows what) (a patients BILL of rights)
eyes,(on the EYES and ears)
plane,(on that PLANE were alert)
tax,(on sound TAX policy applause) (thought my TAX relief plan) (americans thought TAX relief was) (by reducing TAX rates doubling) (the death TAX for the) (make these TAX cuts permanent) (speeding up TAX relief so)
watch,(on our WATCH yet it) (on our WATCH we cant)
side,(on our SIDE i will) (take the SIDE of brave)
lessons,(on its LESSONS america is)
key,(on four KEY areas bioterrorism) (these two KEY issues trade)
oil,(on foreign OIL applause good)
trade,(on expanded TRADE selling into) (finally approve TRADE promotion authority) (key issues TRADE and energy) (and free TRADE and free)
yearn,(on earth YEARN to be)
marine,(officer and MARINE who died)
unique,(offered a UNIQUE opportunity and) (offers a UNIQUE moment of) (to a UNIQUE role in)
warning,(off without WARNING thanks to)
neighbors,(of your NEIGHBORS and your)
lifetime,(of your LIFETIME to the)
affairs,(of womens AFFAIRS doctor sima)
cases,(of these CASES the price)
united,(of the UNITED states military) (of the UNITED states even) (threatening the UNITED states and) (blackmail the UNITED states in) (closer the UNITED states of) (to the UNITED states applause)
task,(of the TASK ahead we)
secret,(of the SECRET police if)
goods,(of the GOODS we can)
destruction,(of the DESTRUCTION they design) (of mass DESTRUCTION some of) (of mass DESTRUCTION while starving) (of mass DESTRUCTION these regimes) (of mass DESTRUCTION we will)
afghan,(of the AFGHAN people to)
19,(of the 19 men who)
destroyed,(of terrorists DESTROYED afghanistans terrorist)
cannot,(of terror CANNOT stop the)
musharraf,(of president MUSHARRAF applause but)
union,(of our UNION has never)
law,(of our LAW enforcement officials) (rule of LAW limits on)
founding,(of our FOUNDING we affirm)
enemies,(of our ENEMIES hatred in) (large these ENEMIES view the) (testing our ENEMIES believed america) (consequential our ENEMIES send other)
armed,(of our ARMED forces have) (that countrys ARMED forces to) (and was ARMED with explosives)
responding,(of need RESPONDING in case)
party,(of my PARTY yet as)
often,(of murder OFTEN supported by)
huddled,(of mothers HUDDLED over their)
growth,(of long-term GROWTH and to)
limits,(of law LIMITS on the)
life,(of innocent LIFE and the) (hope that LIFE would return) (of every LIFE applause steadfast)
would,(of indifference WOULD be catastrophic) (of security WOULD be false) (that we WOULD splinter in) (of us WOULD ever wish) (that life WOULD return to)
husband,(of her HUSBAND michael a)
semper,(of farewell SEMPER fi my)
killers,(of dangerous KILLERS schooled in)
distinguished,(of congress DISTINGUISHED guests fellow) (welcome the DISTINGUISHED interim leader)
parties,(of both PARTIES chairman john)
nuclear,(of american NUCLEAR power plants) (biological or NUCLEAR weapons from) (gas and NUCLEAR weapons for)
cities,(of american CITIES and thorough) (of large CITIES while the)
travel,(of air TRAVEL and use)
were,(of afghanistan WERE captives in) (the 11th WERE trained in) (and so WERE tens of) (terrorists who WERE plotting to) (that plane WERE alert and) (selfishness they WERE as wrong) (selves we WERE reminded that)
out,(of afghanistan OUT of business) (then kicked OUT the inspectors) (11th brought OUT the best) (the way OUT of this)
offers,(of adversity OFFERS a unique)
liberated,(of a LIBERATED afghanistan chairman)
job,(of a JOB applause americans) (a good JOB should lead)
continents,(oceans and CONTINENTS on mountaintops)
now,(occupied afghanistan NOW occupy cells) (afghanistan are NOW allies against) (a message NOW clear to) (regimes are NOW spread throughout) (elsewhere we NOW have troops) (pakistan is NOW cracking down) (we stop NOW leaving terror) (resolve applause NOW americans deserve) (do it NOW america is) (purpose we NOW press on)
each,(obligations to EACH other to)
eliminating,(objective than ELIMINATING threats and)
plants,(nuclear power PLANTS and public)
cells,(now occupy CELLS at guantanamo) (after terrorist CELLS that have)
deserve,(now americans DESERVE to have) (in uniform DESERVE the best) (they also DESERVE another pay)
against,(now allies AGAINST terror well) (our war AGAINST terror is) (our nation AGAINST the ongoing) (our war AGAINST terrorism applause)
finished,(not be FINISHED on our)
republicans,(not as REPUBLICANS not as) (start applause REPUBLICANS and democrats)
democrats,(not as DEMOCRATS but as) (republicans and DEMOCRATS worked together)
owns,(no nation OWNS these aspirations)
protected,(no longer PROTECTED by vast) (we are PROTECTED from attack)
creates,(new markets CREATES new jobs)
those,(never will THOSE of us)
go,(never completely GO away every) (set to GO off without) (forces to GO after terrorist)
stronger,(never been STRONGER applause we) (not only STRONGER but in) (public health STRONGER police and) (it is STRONGER than cynicism)
doctors,(needs retired DOCTORS and nurses)
replace,(need to REPLACE aging aircraft)
prepare,(need to PREPARE our children)
talented,(need more TALENTED teachers in)
ensure,(necessary to ENSURE our nations)
funding,(nearly doubles FUNDING for a) (well increase FUNDING to help)
patrolling,(navy is PATROLLING the coast)
korea,(nature north KOREA is a)
heed,(nations will HEED our call)
continue,(nation will CONTINUE to be) (america will CONTINUE to depend)
serves,(nation that SERVES goals larger)
exempt,(nation is EXEMPT from them)
at,(nation is AT war our) (occupy cells AT guantanamo bay) (died there AT a memorial) (last month AT the grave) (are still AT large these) (freedom is AT risk and) (exist in AT least a) (problems here AT home im) (increased vigilance AT home my) (expand patrols AT our borders) (must act AT home with) (the folks AT the crawford) (energy production AT home so) (to commit AT least two) (of crisis AT home rebuilding)
crisis,(nation in CRISIS our first) (case of CRISIS at home)
comforted,(nation has COMFORTED the victims)
relief,(my tax RELIEF plan was) (thought tax RELIEF was just) (up tax RELIEF so people)
ted,(my friend TED kennedy laughter)
supports,(my budget SUPPORTS three great)
nearly,(my budget NEARLY doubles funding) (likely saved NEARLY 200 lives)
includes,(my budget INCLUDES the largest) (system that INCLUDES coverage for)
let,(must not LET this moment) (doubts this LET them look) (and celebration LET the skeptics)
prepared,(must be PREPARED for future)
opposed,(must be OPPOSED applause beyond)
remember,(must always REMEMBER the goal)
but,(musharraf applause BUT some governments) (the 11th BUT we know) (well begun BUT it is) (as democrats BUT as americans) (only stronger BUT in many) (thing laughter BUT our work) (big applause BUT when the) (our culture BUT america will)
embrace,(murder they EMBRACE tyranny and)
supported,(murder often SUPPORTED by outlaw)
speaker,(much mr SPEAKER vice president)
vice,(mr speaker VICE president cheney)
christina,(moutardier and CHRISTINA jones applause)
daughters,(mothers and DAUGHTERS of afghanistan)
200000,(more than 200000 new volunteers)
teachers,(more talented TEACHERS in troubled)
brought,(months have BROUGHT sorrow and) (the 11th BROUGHT out the)
$30,(month over $30 million a)
spend,(money to SPEND for the)
millions,(momentum of MILLIONS of acts)
system,(modern medicare SYSTEM that includes)
suicide,(missions of SUICIDE and murder)
saw,(mirror and SAW our better)
womens,(minister of WOMENS affairs doctor)
senator,(miller applause SENATOR judd gregg)
agile,(military more AGILE to put)
put,(military has PUT the terror) (agile to PUT our troops)
when,(military applause WHEN i called) (paycheck applause WHEN america works) (applause but WHEN the checks)
across,(miles away ACROSS oceans and)
cia,(michael a CIA officer and)
murder,(methods of MURDER often supported) (gas to MURDER thousands of) (suicide and MURDER they embrace)
heroes,(met the HEROES hugged the)
an,(met in AN hour of) (have executed AN american and) (terror while AN unelected few) (allies constitute AN axis of) (before christmas AN airline flight) (vanish in AN instant without) (to approve AN historic increase)
clear,(message now CLEAR to every) (we have CLEAR priorities and) (choice more CLEAR or consequential)
hijacked,(men who HIJACKED planes on)
congress,(members of CONGRESS distinguished guests) (send to CONGRESS my budget) (in this CONGRESS and i) (long as CONGRESS restrains spending) (energy this CONGRESS must act) (i ask CONGRESS to finally) (right applause CONGRESS listened to) (i ask CONGRESS to join) (i ask CONGRESS to enact)
match,(means to MATCH their hatred) (lighting a MATCH the crew)
neighborhoods,(mean safer NEIGHBORHOODS stricter border)
expressing,(me in EXPRESSING thanks to)
spann,(mazur-e-sharif shannon SPANN said these)
bless,(may god BLESS)
crew,(match the CREW and passengers)
better,(many ways BETTER knowledge gained) (works to BETTER secure our) (saw our BETTER selves we)
discovered,(many have DISCOVERED again that)
these,(many americans THESE four months) (spann said THESE words of) (at large THESE enemies view) (some of THESE regimes have) (aggressively pursues THESE weapons and) (states like THESE and their) (mass destruction THESE regimes pose) (could provide THESE arms to) (any of THESE cases the) (to achieve THESE great national) (applause on THESE two key) (lets make THESE tax cuts) (we reauthorize THESE important reforms) (me on THESE important domestic) (applause during THESE last few) (nation owns THESE aspirations and) (who advocate THESE values around) (lived through THESE challenging times)
had,(man who HAD been trained) (i even HAD nice things)
weapons,(making chemical WEAPONS surveillance maps) (or nuclear WEAPONS from threatening) (shipment of WEAPONS and the) (allies with WEAPONS of mass) (missiles and WEAPONS of mass) (pursues these WEAPONS and exports) (and nuclear WEAPONS for over) (by seeking WEAPONS of mass) (and deliver WEAPONS of mass) (most destructive WEAPONS applause our) (expensive precision WEAPONS defeat the) (the best WEAPONS the best)
safer,(make us SAFER unless we) (will mean SAFER neighborhoods stricter)
mistake,(make no MISTAKE about it)
deliver,(make and DELIVER weapons of)
drive,(major recruiting DRIVE with a)
volunteers,(major emergencies VOLUNTEERS to help) (200000 new VOLUNTEERS and america) (double its VOLUNTEERS over the)
accountable,(made more ACCOUNTABLE to employees)
ago,(made long AGO on the)
fine,(made a FINE start applause)
dear,(lost father DEAR daddy please)
loved,(lost a LOVED one that)
innocent,(loss of INNOCENT life and) (and spare INNOCENT lives and)
islams,(look to ISLAMS own rich)
culture,(long our CULTURE has said) (a new CULTURE of responsibility) (change our CULTURE through the) (imposing our CULTURE but america)
nations,(long as NATIONS harbor terrorists) (that all NATIONS will heed) (own many NATIONS are acting) (and all NATIONS should know) (ensure our NATIONS security well)
freedom,(lives for FREEDOM our cause) (harbor terrorists FREEDOM is at) (hope for FREEDOM iraq continues) (price of FREEDOM and security) (new usa FREEDOM corps the) (corps the FREEDOM corps will) (the usa FREEDOM corps will) (schools usa FREEDOM corps will) (momentum of FREEDOM applause the) (we choose FREEDOM and the)
running,(lives are RUNNING for their)
left,(little boy LEFT his football) (child is LEFT behind i)
hezbollah,(like hamas HEZBOLLAH islamic jihad)
return,(life would RETURN to normal)
chairman,(liberated afghanistan CHAIRMAN hamid karzai) (both parties CHAIRMAN john boehner)
moment,(let this MOMENT pass applause) (a unique MOMENT of opportunity) (opportunity a MOMENT we must) (in this MOMENT of opportunity)
skeptics,(let the SKEPTICS look to)
football,(left his FOOTBALL with a) (to play FOOTBALL until i)
bodies,(leaving the BODIES of mothers)
years,(least two YEARS 4000 hours) (next five YEARS applause and)
dozen,(least a DOZEN countries a)
tolerance,(learning and TOLERANCE and progress) (and religious TOLERANCE applause america)
urged,(leaders who URGED followers to)
defending,(lead by DEFENDING liberty and)
officials,(law enforcement OFFICIALS and coalition)
major,(launch a MAJOR recruiting drive) (mobilized in MAJOR emergencies volunteers)
self,(larger than SELF weve been)
while,(large cities WHILE the most) (mass destruction WHILE starving its) (exports terror WHILE an unelected) (on events WHILE dangers gather) (decades because WHILE the price)
bush,(lady laura BUSH applause none)
folks,(know the FOLKS at the)
bioterrorism,(key areas BIOTERRORISM emergency response) (gained from BIOTERRORISM research will)
commitments,(keeping the COMMITMENTS of social)
who,(kabul terrorists WHO once occupied) (terrorist leaders WHO urged followers) (two sons WHO died there) (and marine WHO died in) (and all WHO have lost) (and all WHO gave their) (19 men WHO hijacked planes) (and regimes WHO seek chemical) (seized terrorists WHO were plotting) (terrorist parasites WHO threaten their) (the man WHO had been) (applause americans WHO have lost) (applause employees WHO have worked) (younger workers WHO choose them) (and nurses WHO can be) (and women WHO advocate these) (of us WHO have lived)
second,(justice and SECOND we must) (applause our SECOND goal is)
religious,(justice and RELIGIOUS tolerance applause)
peaceful,(just and PEACEFUL world beyond)
it,(just and IT continues our) (not allow IT applause our) (mistake about IT if they) (begun but IT is only) (watch yet IT must be) (be and IT will be) (action and IT is both) (americans applause IT costs a) (is high IT is never) (high whatever IT costs to) (infrastructure and IT must act) (some thought IT was too) (was attacked IT was as) (said if IT feels good) (good do IT now america) (and ask IT to join) (some ways IT has in) (in others IT never will) (real and IT must be) (honor and IT is stronger) (we affirm IT again today)
right,(just about RIGHT applause congress) (they are RIGHT and true)
deserts,(jungles and DESERTS and hides)
good,(jobs applause GOOD jobs begin) (begin with GOOD schools and) (classroom applause GOOD jobs also) (oil applause GOOD jobs depend) (legislation applause GOOD jobs depend) (package applause GOOD jobs must) (applause a GOOD job should) (encourage the GOOD work of) (about the GOOD we can) (it feels GOOD do it) (got a GOOD place to) (improve the GOOD efforts of) (with greater GOOD applause and)
lead,(job should LEAD to security) (war to LEAD the world) (america will LEAD by defending)
operates,(jihad jaish-i-mohammed OPERATES in remote)
humbled,(ive been HUMBLED and privileged)
toward,(its hostility TOWARD america and) (spirit directed TOWARD addressing problems) (the world TOWARD the values)
iran,(its citizens IRAN aggressively pursues)
both,(it is BOTH our responsibility) (members of BOTH parties chairman)
farm,(issues productive FARM policy applause)
rich,(islams own RICH history with)
greeted,(islamic street GREETED the fall)
jaish-i-mohammed,(islamic jihad JAISH-I-MOHAMMED operates in)
us,(is with US tonight applause) (and showed US the true) (to threaten US with the) (not make US safer unless) (none of US would ever) (those of US who have)
reduce,(is to REDUCE dependency on)
grow,(is to GROW the economy)
beginning,(is only BEGINNING most of)
cracking,(is now CRACKING down on)
longer,(is no LONGER protected by)
too,(is never TOO high whatever) (plan was TOO small some) (it was TOO big applause) (do for TOO long our)
dependent,(is less DEPENDENT on foreign)
behind,(is left BEHIND i was)
recession,(is in RECESSION and the) (defeat this RECESSION applause americans) (of this RECESSION the way)
old,(is erasing OLD rivalries america)
by,(is equaled BY the madness) (often supported BY outlaw regimes) (the world BY seeking weapons) (not stand BY as peril) (longer protected BY vast oceans) (attack only BY vigorous action) (been trained BY al qaeda) (and responded BY reducing tax) (the economy BY encouraging investment) (equipment and BY speeding up) (will lead BY defending liberty) (been changed BY them weve)
war,(is at WAR our economy) (winning the WAR on terror) (there our WAR against terror) (applause our WAR on terror) (win this WAR well protect) (win the WAR protect our) (fight this WAR we have) (win the WAR protect the) (in the WAR and we) (to our WAR against terrorism) (time of WAR to lead) (beyond the WAR on terror)
risk,(is at RISK and america) (have to RISK losing everything)
elsewhere,(is acting ELSEWHERE we now)
